Title,ID
Tumor-associated macrophages and Tregs influence and represent immune cell infiltration of muscle-invasive bladder cancer and predict prognosis.,PMC9930232
"Toward reproducible, scalable, and robust data analysis across multiplex tissue imaging platforms.",PMC8415641
Tobacco Alkaloid Assessment in a DSS-Induced Colitis Mouse Model with a Fully Humanized Immune System.,PMC10095104
"Significance of tumor-associated neutrophils, lymphocytes, and neutrophil-to-lymphocyte ratio in non-invasive and invasive bladder urothelial carcinoma.",PMC10028012
High-level of intratumoral GITR+ CD4 T cells associate with poor prognosis in gastric cancer.,PMC9676631
Integrated analysis reveals the molecular features of fibrosis in triple-negative breast cancer.,PMC8898759
Urinary T cells are detected in patients with immune checkpoint inhibitor-associated immune nephritis that are clonotypically identical to kidney T cell infiltrates.,PMC9519023
Immunogenomic analysis of human brain metastases reveals diverse immune landscapes across genetically distinct tumors.,PMC9873981
Immune Checkpoint Neuropilins as Novel Biomarkers and Therapeutic Targets for Pancreatic Cancer,PMC10136637
IL-2 Inhibition of Th17 Generation Rather Than Induction of Treg Cells Is Impaired in Primary Sjögren's Syndrome Patients.,PMC6100298
Multiplexed imaging reveals an IFN-γ-driven inflammatory state in nivolumab-associated gastritis.,PMC8561237
Independent distribution between tauopathy secondary to subacute sclerotic panencephalitis and measles virus: An immunohistochemical analysis in autopsy cases including cases treated with aggressive antiviral therapies.,PMC9616085
Muramyl dipeptide CD10 monoclonal antibody immunoconjugates inhibited acute leukemia in nude mice.,PMC10126809
Characterization of human epithelial resident memory regulatory T cells.,PMC9437974
CD103<sup>+</sup> T Cells May Be a Useful Biomarker in Borrmann Type 4 Gastric Cancer.,PMC9066542
Determination of the Expression of PD-L1 in the Morphologic Spectrum of Renal Cell Carcinoma.,PMC7150459
Combined protein and nucleic acid imaging reveals virus-dependent B cell and macrophage immunosuppression of tissue microenvironments.,PMC9220319
Characterization of Estrogen Receptors in Pancreatic Adenocarcinoma with Tertiary Lymphoid Structures.,PMC9913785
"Tumor-Resident T Cells, Associated With Tertiary Lymphoid Structure Maturity, Improve Survival in Patients With Stage III Lung Adenocarcinoma.",PMC9161276
A single-cell atlas of the multicellular ecosystem of primary and metastatic hepatocellular carcinoma.,PMC9357016
Characterization of the liver immune microenvironment in liver biopsies from patients with chronic HBV infection.,PMC8671126
Follicular Lymphoma Microenvironment Characteristics Associated with Tumor Cell Mutations and MHC Class II Expression.,PMC9894575
Loss of Bcl-6-Expressing T Follicular Helper Cells and Germinal Centers in COVID-19.,PMC7437499
Chromosome 11q13 amplification correlates with poor response and prognosis to PD-1 blockade in unresectable hepatocellular carcinoma.,PMC10086239
The immune cell infiltrate in the tumour microenvironment of phaeochromocytomas and paragangliomas.,PMC9513653
SARS-CoV-2 infection downregulates myocardial ACE2 and potentiates cardiac inflammation in humans and hamsters.,PMC9705018
LAMTOR1 degrades MHC-II via the endocytic in hepatocellular carcinoma.,PMC9890926
Peritumoral plasmacytoid dendritic cells predict a poor prognosis for intrahepatic cholangiocarcinoma after curative resection.,PMC7716503
A CD4<sup>+</sup> T cell population expanded in lupus blood provides B cell help through interleukin-10 and succinate.,PMC6325012
Immunological Hallmarks for Clinical Response to BCG in Bladder Cancer.,PMC7879685
Initial characterization of immune microenvironment in pheochromocytoma and paraganglioma.,PMC9768187
"Tumour-infiltrating CD4-, CD8- and FOXP3-positive immune cells as predictive markers of mortality in BRCA1- and BRCA2-associated breast cancer.",PMC8576013
Determining the immune environment of cutaneous T-cell lymphoma lesions through the assessment of lesional blood drops.,PMC8490448
Combined pembrolizumab and bevacizumab therapy effectively inhibits non-small-cell lung cancer growth and prevents postoperative recurrence and metastasis in humanized mouse model.,PMC10110651
T-cell inflamed tumor microenvironment predicts favorable prognosis in primary testicular lymphoma.,PMC6355505
A Paradoxical Role for Regulatory T Cells in the Tumor Microenvironment of Pancreatic Cancer.,PMC9405872
circHMGCS1-016 reshapes immune environment by sponging miR-1236-3p to regulate CD73 and GAL-8 expression in intrahepatic cholangiocarcinoma.,PMC8442376
CD137 Agonists Targeting CD137-Mediated Negative Regulation Show Enhanced Antitumor Efficacy in Lung Cancer.,PMC8859117
A Novel Bispecific Antibody Targeting PD-L1 and VEGF With Combined Anti-Tumor Activities.,PMC8678608
Immunoscore System for Predicting Clinical Outcome of Metastatic Renal Cell Carcinoma Patients Treated with Tyrosine Kinase Inhibitors.,PMC6277607
The intestinal flora of patients with GHPA affects the growth and the expression of PD-L1 of tumor.,PMC9016060
High <i>HDAC5</i> expression correlates with a poor prognosis and the tumor immune microenvironment in gastric cancer.,PMC9577731
<i>In vivo</i> modelling of cutaneous T-cell lymphoma: The role of SOCS1.,PMC9730277
Decreased Tertiary Lymphoid Structures in Lung Adenocarcinomas with ALK Rearrangements.,PMC9572246
Increased IL-6 expression precedes reliable viral detection in the rhesus macaque brain during acute SIV infection.,PMC8564899
Dermal fibroblasts promote cancer cell proliferation and exhibit fibronectin overexpression in early mycosis fungoides.,PMC9133159
Single-Cell Transcriptomic Analysis of Primary and Metastatic Tumor Ecosystems in Esophageal Squamous Cell Carcinoma.,PMC9982558
Multi-omic spatial profiling reveals the unique virus-driven immune landscape of COVID-19 placentitis,10.1101/2022.11.14.516398
MATISSE: An analysis protocol for combining imaging mass cytometry with fluorescence microscopy to generate single-cell data.,PMC8689354
Attenuated Cd8+ T Cell Activation and Infiltration of the Lungs in Severe COVID-19,10.2139/ssrn.3866846
A novel transcriptional signature identifies T-cell infiltration in high-risk paediatric cancer.,PMC10071693
HIV-Exposed Seronegative Sex Workers Express Low T-Cell Activation and an Intact Ectocervical Tissue Microenvironment. ,PMC7998094
Tertiary lymphoid structures show infiltration of effective tumor-resident T cells in gastric cancer.,PMC8088970
Both T and B cells are indispensable for the development of a PBMC transfer-induced humanized mouse model for SSc.,PMC9404611
Intratumoural immune heterogeneity as a hallmark of tumour evolution and progression in hepatocellular carcinoma.,PMC7801667
A phase I/II study of triple-mutated oncolytic herpes virus G47∆ in patients with progressive glioblastoma.,PMC9304402
Single-cell analysis of the human pancreas in type 2 diabetes using multi-spectral imaging mass cytometry.,PMC8609965
Low expression and Hypermethylation of ATP2B1 in Intrahepatic Cholangiocarcinoma Correlated With Cold Tumor Microenvironment.,PMC9302110
The active form of Helicobacter pylori vacuolating cytotoxin induces decay-accelerating factor CD55 in association with intestinal metaplasia in the human gastric mucosa.,PMC9543990
Simian Immunodeficiency Virus-Infected Memory CD4+ T Cells Infiltrate to the Site of Infected Macrophages in the Neuroparenchyma of a Chronic Macaque Model of Neurological Complications of AIDS. ,PMC7175093
Quantitative assessment of the immune microenvironment in African American Triple Negative Breast Cancer: a case-control study.,PMC8670126
"TGFβ restricts expansion, survival, and function of T cells within the tuberculous granuloma.",PMC8624870
THEMIS-SHP1 Recruitment by 4-1BB Tunes LCK-Mediated Priming of Chimeric Antigen Receptor-Redirected T Cells.,PMC7397569
B7-1 and programmed cell death-ligand 1 in primary and lymph node metastasis lesions of non-small cell lung carcinoma.,PMC8729051
Polyploidy Spectrum Correlates with Immunophenotype and Shapes Hepatocellular Carcinoma Recurrence Following Liver Transplantation.,PMC8760994
A Phase II study of neoadjuvant axitinib for reducing the extent of venous tumour thrombus in clear cell renal cell cancer with venous invasion (NAXIVA).,PMC9470559
Effects of astrogaloside on the inflammation and immunity of renal failure patients receiving maintenance dialysis.,PMC5795568
microRNA-128-3p inhibits CD4+ regulatory T cells enrichment by targeting interleukin 16 in gastric cancer.,PMC8805824
CAR/CXCR5-T cell immunotherapy is safe and potentially efficacious in promoting sustained remission of SIV infection.,PMC8853520
Impact of Q-Griffithsin anti-HIV microbicide gel in non-human primates: In situ analyses of epithelial and immune cell markers in rectal mucosa.,PMC6889265
Skin and gut imprinted helper T cell subsets exhibit distinct functional phenotypes in central nervous system autoimmunity.,PMC7611097
RANK promotes colorectal cancer migration and invasion by activating the Ca<sup>2+</sup>-calcineurin/NFATC1-ACP5 axis.,PMC8016848
Single-cell profiling of infiltrating B cells and tertiary lymphoid structures in the TME of gastric adenocarcinomas.,PMC8425751
"Akt Inhibition Is Associated With Favorable Immune Profile Changes Within the Tumor Microenvironment of Hormone Receptor Positive, HER2 Negative Breast Cancer.",PMC7308467
"Influence of tumor-infiltrating immune cells on local control rate, distant metastasis, and survival in patients with soft tissue sarcoma.",PMC7954425
VPS9D1-AS1 overexpression amplifies intratumoral TGF-β signaling and promotes tumor cell escape from CD8<sup>+</sup> T cell killing in colorectal cancer.,PMC9744440
Highly Multiplexed Phenotyping of Immunoregulatory Proteins in the Tumor Microenvironment by CODEX Tissue Imaging.,PMC8170307
Global evolution of the tumor microenvironment associated with progression from preinvasive invasive to invasive human lung adenocarcinoma.,PMC9033258
Defining early SIV replication and dissemination dynamics following vaginal transmission.,PMC6541462
Clonal dynamics of alloreactive T cells in kidney allograft rejection after anti-PD-1 therapy.,PMC10027853
FOXA1 repression drives lineage plasticity and immune heterogeneity in bladder cancers with squamous differentiation.,PMC9630410
"Evidence for a pathogenic role of extrafollicular, IL-10-producing CCR6+B helper T cells in systemic lupus erythematosus.",PMC7132288
An imaging mass cytometry immunophenotyping panel for non-human primate tissues.,PMC9334813
UV-induced local immunosuppression in the tumour microenvironment of eccrine porocarcinoma and poroma.,PMC8976087
Neoadjuvant PD-L1 plus CTLA-4 blockade in patients with cisplatin-ineligible operable high-risk urothelial carcinoma.,PMC9768836
"A Randomized Controlled Trial of Lisinopril to Decrease Lymphoid Fibrosis in Antiretroviral-Treated, HIV-infected Individuals.",PMC5604865
Deep single-cell RNA sequencing data of individual T cells from treatment-naïve colorectal cancer patients.,PMC6656756
Long Non-coding RNA FENDRR Acts as a miR-423-5p Sponge to Suppress the Treg-Mediated Immune Escape of Hepatocellular Carcinoma Cells.,PMC6661302
Heart non-specific effector CD4<sup>+</sup> T cells protect from postinflammatory fibrosis and cardiac dysfunction in experimental autoimmune myocarditis.,PMC6925074
Imaging mass cytometry for high-dimensional tissue profiling in the eye.,PMC8454101
Dual inhibition of the MEK/ERK and PI3K/AKT pathways prevents pulmonary GVHD suppressing perivenulitis and bronchiolitis.,PMC9830178
Multiplexed In Situ Imaging Mass Cytometry Analysis of the Human Endocrine Pancreas and Immune System in Type 1 Diabetes.,PMC6436557
Hyperion imaging system reveals heterogeneous tumor microenvironment of oral squamous cell carcinoma patients at T1N0M0 stage.,PMC7729358
Functional heterogeneity of lymphocytic patterns in primary melanoma dissected through single-cell multiplexing. ,PMC7053517
Using Imaging Mass Cytometry to Define Cell Identities and Interactions in Human Tissues.,PMC8727440
B Cell Signatures Distinguish Cutaneous Lupus Erythematosus Subtypes and the Presence of Systemic Disease Activity.,PMC8640489
Tim-3 regulates sepsis-induced immunosuppression by inhibiting the NF-κB signaling pathway in CD4 T cells.,PMC8899604
Flexible Cyclic Immunofluorescence (cyCIF) Using Oligonucleotide Barcoded Antibodies.,PMC9913741
Integration of tumor extrinsic and intrinsic features associates with immunotherapy response in non-small cell lung cancer.,PMC9279502
Spatial distribution and functional analysis define the action pathway of Tim-3/Tim-3 ligands in tumor development.,PMC8899527
High Dimensional Imaging Mass Cytometry Panel to Visualize the Tumor Immune Microenvironment Contexture.,PMC8085494
Nonlesional lupus skin contributes to inflammatory education of myeloid cells and primes for cutaneous inflammation.,PMC9169615
Histopathological Analysis of Tumor Microenvironment and Angiogenesis in Pheochromocytoma.,PMC7685215
Imaging mass cytometry reveals the prominent role of myeloid cells at the maternal-fetal interface.,PMC9257341
Cutaneous and systemic hyperinflammation drives maculopapular drug exanthema in severely ill COVID-19 patients.,PMC8441838
Deep spatial profiling of human COVID-19 brains reveals neuroinflammation with distinct microanatomical microglia-T-cell interactions.,PMC8188302
A 40-Marker Panel for High Dimensional Characterization of Cancer Immune Microenvironments by Imaging Mass Cytometry.,PMC6830340
Viral transduction of primary human lymphoma B cells reveals mechanisms of NOTCH-mediated immune escape.,PMC9585083
Novel self-amplificatory loop between T cells and tenocytes as a driver of chronicity in tendon disease.,PMC8292554
Fundamental and Essential Knowledge for Pathologists Engaged in the Research and Practice of Immune Checkpoint Inhibitor-Based Cancer Immunotherapy.,PMC8289279
Brain is a potential sanctuary for subtype C HIV-1 irrespective of ART treatment outcome.,PMC6057662
Deep Spatial Profiling of COVID-19 Brains Reveals Neuroinflammation by Compartmentalized Local Immune Cell Interactions and Targets for Intervention,10.2139/ssrn.3765620
"Altered Cell-Cycle Control, Inflammation, and Adhesion in High-Risk Persistent Bronchial Dysplasia.",PMC6147150
Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.,PMC8941949
MRSA Infections in HIV-Infected People Are Associated with Decreased MRSA-Specific Th1 Immunity.,PMC4836670
