Title,ID
Fabrication of supported Pt/CeO<sub>2</sub> nanocatalysts doped with different elements for CO oxidation: theoretical and experimental studies.,36847219
Technetium Complexation with Multidentate Carboxylate-Containing Ligands: Trends in Redox and Solubility Phenomena.,36827231
Occurrence of diarrheagenic Escherichia coli pathotypes from raw milk and unpasteurized buttermilk by culture and multiplex polymerase chain reaction in southwest Iran.,36808583
Cannabinoid-1 receptor activation modulates lipid mobilization and adipogenesis in the adipose tissue of dairy cows.,36907764
COVID-19 cases with a contact history: A modeling study of contact history-stratified data in Japan.,36899598
Radiocaine: An Imaging Marker of Neuropathic Injury.,36472927
A new prognostic signature based on cancer associated fibroblast-driven genes in breast cancer,10.21203/rs.3.rs-2740940/v1
Direct Organogenesis of Citrus Cultivars from Shoot Tip Nodal Segments.,37073147
Correction to: Reconsidering tolerability of cancer treatments: opportunities to focus on the patient.,PMC9385752
The Dawn of the Antibody-Drug Conjugates Era: How T-DM1 Reinvented the Future of Chemotherapy for Solid Tumors.,36245247
Identification and molecular characterization of digenean trematode parasites of Aylacostoma chloroticum (Gastropoda: Thiaridae) from a Neotropical Basin.,36264507
Knockdown of circRAD18 Mitigates Breast Cancer Progression through the Regulation of miR-613/HK2 Axis [Retraction].,PMC9512632
Characterization of the Complete Mitochondrial Genome of Cucurbita maxima Duch,10.21203/rs.3.rs-2340761/v1
Vasoactive-inotropic score/inotropic score and short-term outcomes in pediatrics undergoing cardiac surgery: A retrospective analysis from single center.,36069143
Male Contraceptives: A Future Where the Burden of Contraception Is Shared.,PMC9619273
Natural variation of GhSI7 increases seed index in cotton.,36085525
Decision-Making Algorithm and Predictive Model to Assess the Impact of Infectious Disease Epidemics on the Healthcare System: The COVID-19 Case Study in Italy.,35544510
Risk factors for distal junctional failure in long-construct instrumentation for adult spinal deformity.,36178547
Degradation of 8:2 fluorotelomer carboxylic acid (8:2 FTCA) by plants and their co-existing microorganisms.,36871467
Assessment of Human Papillomavirus Vaccination in Primary Care Among Swiss University Students.,PMC10031396
COVID-19 infection masquerading as recurrent apnoea in acute opioid overdose.,PMC9287830
A comparative study on recognizing human activities by applying diverse Machine Learning approaches.,36086240
Mechanisms and significance of tissue-specific MICU regulation of the mitochondrial calcium uniporter complex.,36206740
Mussel-inspired hydrogels for fast fabrication of flexible SERS tape for point-of-care testing of β-blockers.,35839093
Analgesic effect of nobiletin against neuropathic pain induced by the chronic constriction injury of the sciatic nerve in mice.,35976195
"The computationally predicted drug-likeness, pharmacokinetics properties, medicinal chemistry parameters, and toxicity properties of Cucurbita maxima compounds.",10.12688/f1000research.127126.1
Sodium-glucose cotransporter 2 inhibitors in heart failure with chronic kidney disease.,PMC9715752
"Association of Cardiovascular Health With Life Expectancy Free of Cardiovascular Disease, Diabetes, Cancer, and Dementia in UK Adults.",36848126
Toxic effects of AZD1208 on mouse oocytes and its possible mechanisms.,35853150
Photobiomodulation effects in metalloproteinases expression in zymosan-induced arthritis.,36156751
A vector finite element approach to temperature dependent parameters of microwave ablation for liver cancer.,36385734
"Complete chloroplast genomes of three cultivated Cucurbita species: insights into adaptive evolution, phylogenetic relationship, and cpSSR marker development",10.21203/rs.3.rs-2265750/v1
Integrated Bioinformatic Analysis Reveals NOS2 as a Novel Ferroptosis-related Biomarker for Pre-eclampsia,10.21203/rs.3.rs-2349093/v1
Transfenestration Doppler Assessment During Laparoscopic Pheochromocytoma Resection in a Patient With Fontan Circulation.,35659830
Statistical optimization and characterization of fucose-rich polysaccharides extracted from pumpkin (Cucurbita maxima) along with antioxidant and antiviral activities.,36706886
First report of grapefruit rot caused by <i>Colletotrichum gloeosporioides</i> and <i>C. karsti</i> in France.,37079019
The polytomous discrimination index for prediction involving multistate processes under intermittent observation.,35596238
A Biscuit Containing Fucoxanthin Prevents Colorectal Carcinogenesis in Mice.,35695489
Efficacy of Levosimendan Infusion in Patients Undergoing Left Ventricular Assist Device Implantation in a propensity score-matched analysis of the EUROMACS Registry - the Euro LEVO-LVAD Study.,36912728
Identifying patterns of immune related cells and genes in the peripheral blood of acute myocardial infarction patients using a small cohort.,PMC9306178
Mobile APP-assisted family physician program for improving blood pressure outcome in hypertensive patients.,PMC9832760
