Title,ID
Nanoparticle-based modulation of CD4<sup>+</sup> T cell effector and helper functions enhances adoptive immunotherapy.,36241639
Contribution of circulatory cells to asthma exacerbations and lung tissue-resident CD4 T cell memory.,35936001
Lentiviral vector transduction provides nonspecific immunogenicity for syngeneic tumor models.,36161729
The gut microbiota of people with asthma influences lung inflammation in gnotobiotic mice.,36824270
Experimental model of micronodular thymic neoplasm with lymphoid stroma.,36524622
"Cancer cell autophagy, reprogrammed macrophages, and remodeled vasculature in glioblastoma triggers tumor immunity.",36113478
"Obatoclax, the pan-Bcl-2 inhibitor sensitizes hepatocellular carcinoma cells to promote the anti-tumor efficacy in combination with immune checkpoint blockade.",33975180
Temporal dynamics of TNF-mediated changes in hematopoietic stem cell function and recovery.,36968066
A TLR7-nanoparticle adjuvant promotes a broad immune response against heterologous strains of influenza and SARS-CoV-2.,36717665
LAMP2 regulates autophagy in the thymic epithelium and thymic stroma-dependent CD4 T cell development.,35535798
IL-6/STAT3 signaling in tumor cells restricts the expression of frameshift-derived neoantigens by SMG1 induction.,36443756
Expression of tdTomato and luciferase in a murine lung cancer alters the growth and immune microenvironment of the tumor.,34411144
Evaluating the impact of hydroxychloroquine on mouse lymphocyte proliferation and cytokine production <i>in vivo</i> and <i>in vitro</i>.,34013212
High-yield enrichment of mouse small intestine intraepithelial lymphocytes by immunomagnetic depletion of EpCAM<sup>+</sup> cells.,35243383
The RNA-binding protein IMP2 drives a stromal-Th17 cell circuit in autoimmune neuroinflammation. ,34914635
Bcl-2 supports survival and metabolic fitness of quiescent tissue-resident ILC3,10.1101/2023.02.27.528945
Biometabolites of <i>Citrus unshiu</i> Peel Enhance Intestinal Permeability and Alter Gut Commensal Bacteria.,36678190
Incidence and severity of G6PI-induced arthritis are not increased in genetically distinct mouse strains upon aging.,34429153
Adjuvant effect of IRES-based single-stranded RNA on melanoma immunotherapy.,36199130
SZT2 maintains hematopoietic stem cell homeostasis via nutrient-mediated mTORC1 regulation.,36250465
Selective CD28 blockade impacts T cell differentiation during homeostatic reconstitution following lymphodepletion.,36761170
Specific immunosuppressive role of nanodrugs targeting calcineurin in innate myeloid cells.,36124235
"Intratumoral immunotherapy using a TLR2/3 agonist, L-pampo, induces robust antitumor immune responses and enhances immune checkpoint blockade.",35764365
BET inhibitor JQ1 enhances anti-tumor immunity and synergizes with PD-1 blockade in CRC.,35517410
"Targeting Ubiquitin-like Protein, ISG15, as a Novel Tumor Associated Antigen in Colorectal Cancer.",36831577
Development of follicular dendritic cells in lymph nodes depends on retinoic acid-mediated signaling.,34528674
Monocytes Contribute to IFN-β Production via the MyD88-Dependent Pathway and Cytotoxic T-Cell Responses against Mucosal Respiratory Syncytial Virus Infection.,34522440
FcγRIIB controls antibody-mediated target cell depletion by ITIM-independent mechanisms.,35858562
Apoptotic biliary epithelial cells and gut dysbiosis in the induction of murine primary biliary cholangitis.,36619656
Trem2 deficiency impairs recovery and phagocytosis by dysregulating myeloid gene expression during virus induced demyelination,10.21203/rs.3.rs-1769173/v1
Candida albicans oscillating UME6 expression during intestinal colonization primes systemic Th17 protective immunity.,35584674
OX40 agonism enhances PD-L1 checkpoint blockade by shifting the cytotoxic T cell differentiation spectrum.,36796366
Immunization of MERS-CoV-2-infected mice with a sublethal dose of MERS-CoV or VRP-MERS-S.,36920912
ATF7ip Targets Transposable Elements for H3K9me3 Deposition to Modify CD8<sup>+</sup> T Cell Effector and Memory Responses.,35110421
T cell self-reactivity during thymic development dictates the timing of positive selection. ,33884954
Trem2 deficiency impairs recovery and phagocytosis and dysregulates myeloid gene expression during virus-induced demyelination.,36333761
Effective inactivated influenza vaccine for the elderly using a single-stranded RNA-based adjuvant.,34099809
Intratumoral administration of pro-inflammatory allogeneic dendritic cells improved the anti-tumor response of systemic anti-CTLA-4 treatment via unleashing a T cell-dependent response.,35859733
STAT1 signaling protects self-reactive T cells from control by innate cells during neuroinflammation.,35587373
An Epidemic Zika Virus Isolate Drives Enhanced T Follicular Helper Cell and B Cell-Mediated Immunity.,35346966
FGF15 Protects Septic Mice by Inhibiting Inflammation and Modulating Treg Responses.,36386580
PKHB1 peptide induces antiviral effects through induction of immunogenic cell death in herpes simplex keratitis.,36532743
"Pseudocowpox virus, a novel vector to enhance the therapeutic efficacy of antitumor vaccination.",35573979
Natural killer cells suppress cancer metastasis by eliminating circulating cancer cells.,36733396
Mesenchymal Stromal Cells-Derived Extracellular Vesicles Regulate Dendritic Cell Functions in Dry Eye Disease.,36611828
Mice transgenic for human <i>CTLA4-CD28</i> fusion gene show proliferation and transformation of ATLL-like and AITL-like T cells.,35003894
Intestinal inflammation alters the antigen-specific immune response to a skin commensal.,35649365
A population of dermal Langerin<sup>+</sup> dendritic cells promote the inflammation in mouse model of atopic dermatitis.,36304463
Galectin-3 inhibition boosts the therapeutic efficacy of Semliki Forest virus in pediatric osteosarcoma.,35949950
The CXCL10/CXCR3 Pathway Contributes to the Synergy of Thermal Ablation and PD-1 Blockade Therapy against Tumors.,36900218
"Human CD22-Transgenic, Primary Murine Lymphoma Challenges Immunotherapies in Organ-Specific Tumor Microenvironments. ",34638774
Superantigens promote <i>Staphylococcus aureus</i> bloodstream infection by eliciting pathogenic interferon-gamma production.,35165181
CNS Pericytes Modulate Local T Cell Infiltration in EAE.,36361868
Intragranuloma Accumulation and Inflammatory Differentiation of Neutrophils Underlie Mycobacterial ESX-1-Dependent Immunopathology.,37017530
Choroid Plexus-Infiltrating T Cells as Drivers of Murine Neuropsychiatric Lupus.,35637551
Combination of apoptotic T cell induction and self-peptide administration for therapy of experimental autoimmune encephalomyelitis.,31097410
Fecal IgA Levels Are Determined by Strain-Level Differences in Bacteroides ovatus and Are Modifiable by Gut Microbiota Manipulation.,32075742
Synthetic Melanin Acts as Efficient Peptide Carrier in Cancer Vaccine Strategy.,36499300
SRA inhibition improves antitumor potency of antigen-targeted chaperone vaccine.,36793731
Erythropoietin Reduces Auto- and Alloantibodies by Inhibiting T Follicular Helper Cell Differentiation.,34261755
CDCP1 on Dendritic Cells Contributes to the Development of a Model of Kawasaki Disease.,34099547
"Thymidine rescues ATR kinase inhibitor-induced deoxyuridine contamination in genomic DNA, cell death, and interferon-α/β expression.",36130512
Loss of Bcl6 transcriptionally alters classical dendritic cells and diminishes T follicular helper cell and Th17-inducing cDC2 in mice,10.1101/2022.08.10.503322
TNF blockade enhances the efficacy of myxoma virus-based oncolytic virotherapy.,35577502
Distinct myeloid antigen-presenting cells dictate differential fates of tumor-specific CD8+ T cells in pancreatic cancer.,35393950
CaCO<sub>3</sub> powder-mediated biomineralization of antigen nanosponges synergize with PD-1 blockade to potentiate anti-tumor immunity.,37024939
cGAS deficiency enhances inflammasome activation in macrophages and inflammatory pathology in pristane-induced lupus.,36591278
Universal protection against influenza viruses by multi-subtype neuraminidase and M2 ectodomain virus-like particle.,36006890
Peptides Derived From S and N Proteins of Severe Acute Respiratory Syndrome Coronavirus 2 Induce T Cell Responses: A Proof of Concept for T Cell Vaccines.,34630356
Inducible nitric oxide synthase deficiency promotes murine-β-coronavirus induced demyelination.,36966345
Ifit2 regulates murine-coronavirus spread to the spinal cord white matter and its associated myelin pathology,10.1101/2022.06.06.494972
Niche derived netrin-1 regulates hematopoietic stem cell dormancy via its receptor neogenin-1.,33504783
