Title,ID
Comparison of therapeutic effects of mesenchymal stem cells from umbilical cord and bone marrow in the treatment of type 1 diabetes.,35941696
Aminoclay Nanoparticles Induce Anti-Inflammatory Dendritic Cells to Attenuate LPS-Elicited Pro-Inflammatory Immune Responses.,36557876
Dynamics of the Coreceptor-LCK Interactions during T Cell Development Shape the Self-Reactivity of Peripheral CD4 and CD8 T Cells.,32023465
Mice Humanized for MHC and hACE2 with High Permissiveness to SARS-CoV-2 Omicron Replication.,37080384
Th17 cells sense microbiome to promote depressive-like behaviors.,37106375
IL-4Rα signalling in B cells and T cells play differential roles in acute and chronic atopic dermatitis.,36599893
Intestinal epithelial HDAC3 and MHC class II coordinate microbiota-specific immunity.,36602872
Comparative immunogenicity analysis of intradermal versus intramuscular immunization with a recombinant human adenovirus type 5 vaccine against Ebola virus.,36119119
Thymocytes trigger self-antigen-controlling pathways in immature medullary thymic epithelial stages. ,35188458
Mice Humanized for Major Histocompatibility Complex and Angiotensin-Converting Enzyme 2 with High Permissiveness to SARS-CoV-2 Omicron Replication,10.1101/2022.12.01.518541
IL-12p40 is essential but not sufficient for Francisella tularensis LVS clearance in chronically infected mice.,36972230
Short or Long Interval between Priming and Boosting: Does It Impact on the Vaccine Immunogenicity? ,33804604
"Mouse phospholipid phosphatase 6 regulates dendritic cell cholesterol, macropinocytosis, and allergen sensitization.",36238896
Synthetic TGF-β Signaling Agonist-Treated Dendritic Cells Induce Tolerogenicity and Antirheumatic Effects.,36135173
Peptidome profiling for the immunological stratification in sepsis: a proof of concept study.,35794460
Direct AKT activation in tumor-infiltrating lymphocytes markedly increases interferon-γ (IFN-γ) for the regression of tumors resistant to PD-1 checkpoint blockade.,36323740
CD69 expression on regulatory T cells protects from immune damage after myocardial infarction.,36066993
Calcineurin inhibitors suppress acute graft-versus-host disease via NFAT-independent inhibition of T cell receptor signaling. ,33822776
Olfactory Ecto-mesenchymal Stem Cell-derived Exosomes Ameliorate Murine Sjögren's Syndrome via Suppressing Tfh Cell Response.,36879843
Opposing Roles of DCs and iNKT Cells in the Induction of Foxp3 Expression by MLN CD25<sup>+</sup>CD4<sup>+</sup> T Cells during IFNγ-Driven Colitis.,36499642
