Title,ID
Cellular mechanisms and effects of IL-4 receptor blockade in experimental conjunctivitis evoked by skin inflammation.,36626228
Interleukin-30 Suppresses Not Only CD4+ T Cells but Also Regulatory T Cells in Murine Primary Biliary Cholangitis. ,34440235
Tumor-conditional IL-15 pro-cytokine reactivates anti-tumor immunity with limited toxicity.,34376814
Oncolytic vaccinia virus delivering tethered IL-12 enhances antitumor effects with improved safety. ,32209602
In Situ Therapeutic Cancer Vaccination with an Oncolytic Virus Expressing Membrane-Tethered IL-2.,32405533
Rational combination of oncolytic vaccinia virus and PD-L1 blockade works synergistically to enhance therapeutic efficacy.,28345650
Production of the Cytokine VEGF-A by CD4<sup>+</sup> T and Myeloid Cells Disrupts the Corneal Nerve Landscape and Promotes Herpes Stromal Keratitis.,33207210
Modifying the cancer-immune set point using vaccinia virus expressing re-designed interleukin-2.,30410056
Development of Aggressive Pancreatic Ductal Adenocarcinomas Depends on Granulocyte Colony Stimulating Factor Secretion in Carcinoma Cells.,28775207
CXCL11-Armed oncolytic poxvirus elicits potent antitumor immunity and shows enhanced therapeutic efficacy.,27141352
Dynamics and genomic landscape of CD8<sup>+</sup> T cells undergoing hepatic priming.,31582858
Two-step binding of transcription factors causes sequential chromatin structural changes at the activated IL-2 promoter.,21832163
The Vaccinia virus complement control protein modulates adaptive immune responses during infection.,21191012
Development of a Novel CD4<sup>+</sup> TCR Transgenic Line That Reveals a Dominant Role for CD8<sup>+</sup> Dendritic Cells and CD40 Signaling in the Generation of Helper and CTL Responses to Blood-Stage Malaria.,29084838
Dynamin 2-dependent endocytosis is required for sustained S1PR1 signaling.,24638168
TLR4 signaling in effector CD4+ T cells regulates TCR activation and experimental colitis in mice.,20051628
Protection from secondary dengue virus infection in a mouse model reveals the role of serotype cross-reactive B and T cells.,22131327
