Title,ID
Nanoparticle-based modulation of CD4<sup>+</sup> T cell effector and helper functions enhances adoptive immunotherapy.,36241639
Envelope virus-mimetic nanovaccines by hybridizing bioengineered cell membranes with bacterial vesicles.,35712077
FOXP3 exon 2 controls T<sub>reg</sub> stability and autoimmunity.,35749515
LAMP2 regulates autophagy in the thymic epithelium and thymic stroma-dependent CD4 T cell development.,35535798
Radiotherapy combined with anti-CEACAM1 immunotherapy to induce survival advantage in glioma.,36928507
Clonal dynamics underlying the skewed CD4/CD8 ratio of mouse thymocytes revealed by TCR-independent barcoding.,36064961
IL-18BP mediates the balance between protective and pathological immune responses to Toxoplasma gondii.,36827187
SZT2 maintains hematopoietic stem cell homeostasis via nutrient-mediated mTORC1 regulation.,36250465
Biometabolites of <i>Citrus unshiu</i> Peel Enhance Intestinal Permeability and Alter Gut Commensal Bacteria.,36678190
Japanese Kampo Medicine Juzentaihoto Improves Antiviral Cellular Immunity in Tumour-Bearing Hosts.,35996405
The gut microbiota of people with asthma influences lung inflammation in gnotobiotic mice.,36824270
Adjuvant effect of IRES-based single-stranded RNA on melanoma immunotherapy.,36199130
"Cancer cell autophagy, reprogrammed macrophages, and remodeled vasculature in glioblastoma triggers tumor immunity.",36113478
High-Efficiency Retroviral Transduction for Type 1 Regulatory T Cell Differentiation.,36245799
IL-10-producing Th1 cells possess a distinct molecular signature in malaria,36594463
Mesenchymal Stromal Cells-Derived Extracellular Vesicles Regulate Dendritic Cell Functions in Dry Eye Disease.,36611828
FGF15 Protects Septic Mice by Inhibiting Inflammation and Modulating Treg Responses.,36386580
A TLR7-nanoparticle adjuvant promotes a broad immune response against heterologous strains of influenza and SARS-CoV-2.,36717665
Contribution of circulatory cells to asthma exacerbations and lung tissue-resident CD4 T cell memory.,35936001
Adaptive immune responses mediated age-related Plasmodium yoelii 17XL and 17XNL infections in 4 and 8-week-old BALB/c mice.,33430765
An Epidemic Zika Virus Isolate Drives Enhanced T Follicular Helper Cell and B Cell-Mediated Immunity.,35346966
Transplantation of Unirradiated Bone Marrow Cells after Total-Body Irradiation Prevents the Development of Thymic Lymphoma in Mice through Niche Competition.,33347573
Candida albicans oscillating UME6 expression during intestinal colonization primes systemic Th17 protective immunity.,35584674
CaCO<sub>3</sub> powder-mediated biomineralization of antigen nanosponges synergize with PD-1 blockade to potentiate anti-tumor immunity.,37024939
STAT1 signaling protects self-reactive T cells from control by innate cells during neuroinflammation.,35587373
Effective inactivated influenza vaccine for the elderly using a single-stranded RNA-based adjuvant.,34099809
UVB modifies skin immune-stroma cross-talk and promotes effector T cell recruitment during cryptic<i>Leishmania donovani</i>infection,10.1101/2023.02.03.526940
Fate mapping of hematopoietic stem cells reveals two pathways of native thrombopoiesis.,35922411
Host-versus-commensal immune responses participate in the rejection of colonized solid organ transplants.,35834335
Peptides Derived From S and N Proteins of Severe Acute Respiratory Syndrome Coronavirus 2 Induce T Cell Responses: A Proof of Concept for T Cell Vaccines.,34630356
Distinct myeloid antigen-presenting cells dictate differential fates of tumor-specific CD8+ T cells in pancreatic cancer.,35393950
Bcl-2 supports survival and metabolic fitness of quiescent tissue-resident ILC3,10.1101/2023.02.27.528945
"The subunits of IL-12, originating from two distinct cells, can functionally synergize to protect against pathogen dissemination in vivo.",34644571
Memory CD8<sup>+</sup> T cells upregulate glycolysis and effector functions under limiting oxygen conditions.,36482267
Bone Marrow Harbors a Unique Population of Dendritic Cells with the Potential to Boost Neutrophil Formation upon Exposure to Fungal Antigen.,35011617
A microarray patch SARS-CoV-2 vaccine induces sustained antibody responses and polyfunctional cellular immunity.,36062075
Mice transgenic for human <i>CTLA4-CD28</i> fusion gene show proliferation and transformation of ATLL-like and AITL-like T cells.,35003894
Monocytes Contribute to IFN-β Production via the MyD88-Dependent Pathway and Cytotoxic T-Cell Responses against Mucosal Respiratory Syncytial Virus Infection.,34522440
"Targeting Ubiquitin-like Protein, ISG15, as a Novel Tumor Associated Antigen in Colorectal Cancer.",36831577
Role of FK506-sensitive signals in asthmatic lung inflammation.,36439133
Combination TIGIT/PD-1 blockade enhances the efficacy of neoantigen vaccines in a model of pancreatic cancer.,36569934
RNA binding protein DDX5 restricts RORγt<sup>+</sup> T<sub>reg</sub> suppressor function to promote intestine inflammation.,36724232
CRISPR-Cas9 mediated generation of a conditional poly(A) binding protein nuclear 1 (Pabpn1) mouse model reveals an essential role for hematopoietic stem cells.,35504940
PKHB1 peptide induces antiviral effects through induction of immunogenic cell death in herpes simplex keratitis.,36532743
Comparison of murine retroorbital plexus and facial vein blood collection to mitigate animal ethics issues.,33958002
Cure of syngeneic carcinomas with targeted IL-12 through obligate reprogramming of lymphoid and myeloid immunity.,35260537
Alpha-Lipoic Acid Inhibits Spontaneous Diabetes and Autoimmune Recurrence in Non-Obese Diabetic Mice by Enhancing Differentiation of Regulatory T Cells and Showed Potential for Use in Cell Therapies for the Treatment of Type 1 Diabetes. ,35163121
Intratumoral immunotherapy relies on B and T cell collaboration.,35622903
Adjuvant Effects of a New Saponin Analog VSA-1 on Enhancing Homologous and Heterosubtypic Protection by Influenza Virus Vaccination.,36146461
Inducible costimulator ligand (ICOSL) on CD19<sup>+</sup> B cells is involved in immunopathological damage of rheumatoid arthritis (RA).,36405702
Mice with diverse microbial exposure histories as a model for preclinical vaccine testing.,34731647
Btn2a2 Regulates ILC2-T Cell Cross Talk in Type 2 Immune Responses.,35145516
Vascular Normalization Was Associated with Colorectal Tumor Regression upon Anti-PD-L1 Combinational Therapy.,36969495
T cell self-reactivity during thymic development dictates the timing of positive selection. ,33884954
CNS Pericytes Modulate Local T Cell Infiltration in EAE.,36361868
High-yield enrichment of mouse small intestine intraepithelial lymphocytes by immunomagnetic depletion of EpCAM<sup>+</sup> cells.,35243383
Pbrm1 intrinsically controls the development and effector differentiation of iNKT cells.,35770325
Superantigens promote <i>Staphylococcus aureus</i> bloodstream infection by eliciting pathogenic interferon-gamma production.,35165181
OX40 agonism enhances PD-L1 checkpoint blockade by shifting the cytotoxic T cell differentiation spectrum.,36796366
Incidence and severity of G6PI-induced arthritis are not increased in genetically distinct mouse strains upon aging.,34429153
IL-6/STAT3 signaling in tumor cells restricts the expression of frameshift-derived neoantigens by SMG1 induction.,36443756
"Osteopontin contributes to virus resistance associated with type I IFN expression, activation of downstream ifn-inducible effector genes, and CCR2<sup>+</sup>CD115<sup>+</sup>CD206<sup>+</sup> macrophage infiltration following ocular HSV-1 infection of mice.",36685562
Early innate and adaptive immune perturbations determine long-term severity of chronic virus and Mycobacterium tuberculosis coinfection.,33515487
Fecal IgA Levels Are Determined by Strain-Level Differences in Bacteroides ovatus and Are Modifiable by Gut Microbiota Manipulation.,32075742
Immunotherapy with IL12 and PD1/CTLA4 inhibition is effective in advanced ovarian cancer and associates with reversal of myeloid cell-induced immunosuppression.,37066116
Fully murine CD105-targeted CAR-T cells provide an immunocompetent model for CAR-T cell biology.,36275862
Th17/1-Biased Inflammatory Environment Involved in the Response of Epithelial Cells to Antigen Stimuli in Nasal Polyps.,34222494
Spatial transcriptomics demonstrates the role of CD4 T cells in effector CD8 T cell differentiation during chronic viral infection.,36450262
P2Y<sub>12</sub>-dependent activation of hematopoietic stem and progenitor cells promotes emergency hematopoiesis after myocardial infarction.,35353230
Distinct Cell Adhesion Signature Defines Glioblastoma Myeloid-Derived Suppressor Cell Subsets.,36126163
Subunit microparticulate vaccine delivery using microneedles trigger significant SARS-spike-specific humoral and cellular responses in a preclinical murine model.,36610521
The RNA-binding protein IMP2 drives a stromal-Th17 cell circuit in autoimmune neuroinflammation. ,34914635
Intratumoral BO-112 in combination with radiotherapy synergizes to achieve CD8 T-cell-mediated local tumor control.,36631161
Erythropoietin Reduces Auto- and Alloantibodies by Inhibiting T Follicular Helper Cell Differentiation.,34261755
SRA inhibition improves antitumor potency of antigen-targeted chaperone vaccine.,36793731
Combination of apoptotic T cell induction and self-peptide administration for therapy of experimental autoimmune encephalomyelitis.,31097410
The neuropeptide PACAP alleviates T. gondii infection-induced neuroinflammation and neuronal impairment.,36403002
Hypercholesterolemia Negatively Regulates P2X7-Induced Cellular Function in CD4<sup>+</sup> and CD8<sup>+</sup> T-Cell Subsets from B6 Mice Fed a High-Fat Diet.,35743168
"Human CD22-Transgenic, Primary Murine Lymphoma Challenges Immunotherapies in Organ-Specific Tumor Microenvironments. ",34638774
Choroid Plexus-Infiltrating T Cells as Drivers of Murine Neuropsychiatric Lupus.,35637551
Low-dose self-amplifying mRNA COVID-19 vaccine drives strong protective immunity in non-human primates against SARS-CoV-2 infection.,35672369
P2X7 purinergic receptor plays a critical role in maintaining T-cell homeostasis and preventing lupus pathogenesis.,36248812
Immunological conversion of solid tumours using a bispecific nanobioconjugate for cancer immunotherapy.,36357792
Physiological and Functional Effects of Dominant Active TCRα Expression in Transgenic Mice.,37047500
IL-2/JES6-1 mAb complexes dramatically increase sensitivity to LPS through IFN-γ production by CD25+Foxp3- T cells. ,34932467
Development of follicular dendritic cells in lymph nodes depends on retinoic acid-mediated signaling.,34528674
Comprehensive Testing of Chemotherapy and Immune Checkpoint Blockade in Preclinical Cancer Models Identifies Additive Combinations.,35634282
PARP14 inhibition restores PD-1 immune checkpoint inhibitor response following IFNγ-driven adaptive resistance,10.1101/2022.11.18.517143
Linking erythropoietin to Treg-dependent allograft survival through myeloid cells.,35389892
Involvement of autophagy in exacerbation of eosinophilic airway inflammation in a murine model of obese asthma.,35098856
Context-Dependent Role for T-bet in T Follicular Helper Differentiation and Germinal Center Function following Viral Infection.,31412245
Elective nodal irradiation mitigates local and systemic immunity generated by combination radiation and immunotherapy in head and neck tumors.,36385142
Rational construction of controllable autoimmune diabetes model depicting clinical features.,35061693
Host Genetics But Not Commensal Microbiota Determines the Initial Development of Systemic Autoimmune Disease in BXD2 Mice.,34725967
High-Oxygen Submersion Fetal Thymus Organ Cultures Enable FOXN1-Dependent and -Independent Support of T Lymphopoiesis.,33859647
Primary and memory immune responses against rough <i>Brucella canis</i> are less robust compared to smooth <i>B. abortus</i> and <i>B. melitensis</i> following intratracheal infection in mice.,36032120
Group 1 innate lymphoid-cell-derived interferon-γ maintains anti-viral vigilance in the mucosal epithelium.,33434494
Quantitative Difference in PLZF Protein Expression Determines iNKT Lineage Fate and Controls Innate CD8 T Cell Generation.,31141681
Immunization using ApoB-100 peptide-linked nanoparticles reduces atherosclerosis.,35536648
Modification of the Tumor Microenvironment Enhances Anti-PD-1 Immunotherapy in Metastatic Melanoma.,36365247
CD4 T cells mediate brain inflammation and neurodegeneration in a mouse model of Parkinson's disease.,33704423
C57BL/6 Mice Pretreated With Alpha-Tocopherol Show a Better Outcome of <i>Trypanosoma cruzi</i> Infection With Less Tissue Inflammation and Fibrosis.,35154155
Foxo3a tempers excessive glutaminolysis in activated T cells to prevent fatal gut inflammation in the murine IL-10<sup>-/-</sup> model of colitis.,34588632
Re-purposing the pro-senescence properties of doxorubicin to introduce immunotherapy in breast cancer brain metastasis.,36384097
Inflammation triggers ILC3 patrolling of the intestinal barrier.,35999393
The dietary sweetener sucralose is a negative modulator of T cell-mediated responses.,36922598
IFN-γ signature enables selection of neoadjuvant treatment in patients with stage III melanoma.,36920329
β2-adrenergic receptor signaling regulates metabolic pathways critical to myeloid-derived suppressor cell function within the TME.,34706232
ATF7ip Targets Transposable Elements for H3K9me3 Deposition to Modify CD8<sup>+</sup> T Cell Effector and Memory Responses.,35110421
"Effect of immunosuppressants on the parasite load developed in, and immune response to, visceral leishmaniasis: A comparative study in a mouse model.",33524030
Forced expression of the non-coding RNA miR-17∼92 restores activation and function in CD28-deficient CD4<sup>+</sup> T cells.,36388982
Plasmodium manipulates the expression of host long non-coding RNA during red blood cell intracellular infection.,35643541
"Indoleamine 2,3-dioxygenase 1 activation in mature cDC1 promotes tolerogenic education of inflammatory cDC2 via metabolic communication.",35704993
Pediococcus pentosaceus CECT 8330 protects DSS-induced colitis and regulates the intestinal microbiota and immune responses in mice.,35033121
"Thymidine rescues ATR kinase inhibitor-induced deoxyuridine contamination in genomic DNA, cell death, and interferon-α/β expression.",36130512
Spontaneous CD4+ T Cell Activation and Differentiation in Lupus-Prone B6.Nba2 Mice Is IFNAR-Independent.,35055071
ZEB1 promotes pathogenic Th1 and Th17 cell differentiation in multiple sclerosis.,34433042
Live Vaccination Generates Both Disease Tolerance and Host Resistance During Chronic Pulmonary Infection With Highly Virulent Francisella tularensis SchuS4.,29931113
Cancer cell-autonomous overactivation of PARP1 compromises immunosurveillance in non-small cell lung cancer.,35772809
