Title,ID
Longevity and Mechanism of Heterosubtypic Protection Induced by M2SR (M2-Deficient Single-Replication) Live Influenza Virus Vaccine in Mice.,36560540
Effects of Graphene Oxide and Reduced Graphene Oxide Nanostructures on CD4<sup>+</sup> Th2 Lymphocytes.,36142540
Immune vulnerability of ovarian cancer stem-like cells due to low CD47 expression is protected by surrounding bulk tumor cells.,32923164
YH29407 with anti-PD-1 ameliorates anti-tumor effects <i>via</i> increased T cell functionality and antigen presenting machinery in the tumor microenvironment.,36545214
Longitudinal requirement for CD4+ T cell help for adenovirus vector-elicited CD8+ T cell responses.,24778441
The early proximal αβ TCR signalosome specifies thymic selection outcome through a quantitative protein interaction network. ,30770409
B cells promote granulomatous inflammation during chronic Mycobacterium tuberculosis infection in mice.,36888692
CD4<sup>+</sup> T Cells Control Murine Cytomegalovirus Infection Indirectly.,35293772
Th2-T<sub>RMs</sub> Maintain Life-Long Allergic Memory in Experimental Asthma in Mice.,31105692
Vitamin D receptor deletion leads to increased hematopoietic stem and progenitor cells residing in the spleen.,20664059
Buccal injection of synthetic HPV long peptide vaccine induces local and systemic antigen-specific CD8+ T-cell immune responses and antitumor effects without adjuvant.,26949512
Depletion of CD4+ CD25+ regulatory T cells confers susceptibility to experimental autoimmune encephalomyelitis (EAE) in GM-CSF-deficient Csf2-/- mice.,27256565
Expression of suppressor of cytokine signaling 1 (SOCS1) impairs viral clearance and exacerbates lung injury during influenza infection.,25500584
Proteinase-nicked IgGs: an unanticipated target for tumor immunotherapy.,30228951
Broadly Protective CD8+ T Cell Immunity to Highly Conserved Epitopes Elicited by Heat Shock Protein gp96-Adjuvanted Influenza Monovalent Split Vaccine. ,33827939
Exogenous IL-33 Restores Dendritic Cell Activation and Maturation in Established Cancer.,28011934
Characterisation of monoclonal antibodies specific for hamster leukocyte differentiation molecules.,28063475
Enhanced Anti-melanoma Efficacy of a Pim-3-Targeting Bifunctional Small Hairpin RNA via Single-Stranded RNA-Mediated Activation of Plasmacytoid Dendritic Cells.,31849942
CXCL16 Stimulates Antigen-Induced MAIT Cell Accumulation but Trafficking During Lung Infection Is CXCR6-Independent.,32849637
Modular complement assemblies for mitigating inflammatory conditions. ,33876753
CD4+ T lymphocytes are critical mediators of tumor immunity to simian virus 40 large tumor antigen induced by vaccination with plasmid DNA.,21593176
Defining antigen-dependent stages of T cell migration from the blood to the central nervous system parenchyma.,15761850
[Anti-metastatic effect of vascular endothelial growth factor receptor 2 extracellular domain gene-modified dendritic cell vaccination in murine model with experimental pulmonary metastasis].,17274366
